requirement,methods,route,implementation_endpoint,implementation_services,executed_service_tests,observed_http_tests_and_status,evidence,limit
FORA-01 Bancario,POST,/api/financeiro/boletos/regras-juros-multa,boleto.criar_regra_juros_multa,AcessoEmpresaService.obter_escopo|BancoEmissorService.criar_regra_juros_multa,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Fora do escopo funcional; testes existentes preservados
FORA-01 Bancario,GET,/api/financeiro/boletos/regras-juros-multa,boleto.listar_regras_juros_multa,AcessoEmpresaService.obter_escopo|BoletoService.listar_regras_juros_multa,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Fora do escopo funcional; testes existentes preservados
FORA-01 Bancario,GET,/api/financeiro/boletos/view,boleto.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint06_operations.py::test_production_routes_block_even_authenticated[/api/financeiro/boletos/view]:GET:404,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Fora do escopo funcional; testes existentes preservados
FORA-01 Bancario,POST,/api/financeiro/boletos/webhook/asaas/<int:tenant_id>/<int:empresa_id>,boleto.webhook_asaas,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:403|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:403|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:403|tests/test_sprint02_security.py::test_real_integrations_and_webhook_stay_disabled:POST:403,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Fora do escopo funcional; testes existentes preservados
FIN-REL-05 Ciclos financeiros e privacidade,GET,/api/financeiro/conciliacao,ciclos.conciliar,FinanceiroCicloService.conciliar,tests.test_sprint05_adversarial::test_cashback_use_expire_cancel_race|tests.test_sprint05_adversarial::test_reconciliation_detects_extra_entry_and_refuses_close|tests.test_sprint05_adversarial::test_reconciliation_over_1000_and_local_midnight|tests.test_sprint05_cycles::test_cashback_queue_and_sale_are_one_transaction|tests.test_sprint05_cycles::test_cashback_spend_partial_full_cancel_reconciles|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[False]|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[True]|tests.test_sprint07_audit::test_dashboard_partial_return_with_cashback_matches_reconciliation|tests.test_sprint07_audit::test_partial_returns_reduce_rankings_revenue_cost_and_demand,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-02 Lancamentos e fechamento,GET,/api/financeiro/dashboard,financeiro.dashboard,AcessoEmpresaService.obter_escopo|FinanceiroService.obter_dashboard,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint07_audit::test_dashboard_partial_return_with_cashback_matches_reconciliation|tests.test_sprint07_audit::test_monthly_series_does_not_move_late_evening_to_next_month|tests.test_sprint07_audit::test_partial_returns_reduce_rankings_revenue_cost_and_demand|tests.test_sprint07_audit::test_reports_cash_closure_and_series_use_same_brazil_day,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint07_audit.py::test_empty_dashboard_http_is_valid_with_and_without_company[1]:GET:200|tests/test_sprint07_audit.py::test_empty_dashboard_http_is_valid_with_and_without_company[None]:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-02 Lancamentos e fechamento,POST,/api/financeiro/fechamentos,financeiro.criar_fechamento,AcessoEmpresaService.obter_escopo|FinanceiroService.criar_fechamento,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[audit]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[cache]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[closure]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[commit]|tests.test_sprint05_adversarial::test_closure_conflicting_revision_race_and_replay|tests.test_sprint05_adversarial::test_reconciliation_detects_extra_entry_and_refuses_close|tests.test_sprint05_browser::test_browser_advance_reversal_closure_and_privacy|tests.test_sprint05_cycles::test_financial_reversal_and_audited_closure|tests.test_sprint07_audit::test_reports_cash_closure_and_series_use_same_brazil_day,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-02 Lancamentos e fechamento,GET,/api/financeiro/fechamentos,financeiro.listar_fechamentos,AcessoEmpresaService.obter_escopo|FinanceiroService.listar_fechamentos,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,POST,/api/financeiro/fechamentos/<int:fechamento_id>/ajustar,ciclos.ajustar,FinanceiroCicloService.ajustar_fechamento,tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[audit]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[cache]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[closure]|tests.test_sprint05_adversarial::test_closure_adjustment_failure_is_atomic[commit]|tests.test_sprint05_adversarial::test_closure_conflicting_revision_race_and_replay|tests.test_sprint05_cycles::test_financial_reversal_and_audited_closure,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint05_cycles.py::test_new_mutations_require_csrf[/api/financeiro/fechamentos/1/ajustar]:POST:401|tests/test_sprint05_cycles.py::test_new_permissions_revalidated_in_existing_session[reabrir_caixa-/api/financeiro/fechamentos/1/ajustar-post]:POST:403,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-02 Lancamentos e fechamento,POST,/api/financeiro/lancamentos,financeiro.criar_lancamento,AcessoEmpresaService.obter_escopo|FinanceiroService.criar_lancamento_manual,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-02 Lancamentos e fechamento,GET,/api/financeiro/lancamentos,financeiro.listar_lancamentos,AcessoEmpresaService.obter_escopo|FinanceiroService.listar_lancamentos,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint06_load_adversarial.py::test_critical_list_query_count_does_not_grow_per_sale:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,POST,/api/financeiro/lancamentos/<int:lancamento_id>/estornar,ciclos.estornar,FinanceiroCicloService.estornar,tests.test_sprint05_adversarial::test_formal_reversal_failure_is_atomic[audit]|tests.test_sprint05_adversarial::test_formal_reversal_failure_is_atomic[commit]|tests.test_sprint05_adversarial::test_formal_reversal_failure_is_atomic[idempotency]|tests.test_sprint05_adversarial::test_formal_reversal_failure_is_atomic[ledger]|tests.test_sprint05_adversarial::test_ledger_reversal_marker_cannot_be_forged[False]|tests.test_sprint05_adversarial::test_ledger_reversal_marker_cannot_be_forged[True]|tests.test_sprint05_cycles::test_financial_reversal_and_audited_closure,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint05_cycles.py::test_http_tenant_privacy_and_finance_isolation:POST:400|tests/test_sprint05_cycles.py::test_new_mutations_require_csrf[/api/financeiro/lancamentos/1/estornar]:POST:401|tests/test_sprint05_cycles.py::test_new_permissions_revalidated_in_existing_session[estornar_financeiro-/api/financeiro/lancamentos/1/estornar-post]:POST:403,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
